STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
        183;2025100212;    1;   13.7;  69.0;eor
        183;2025100218;    1;   11.4;  78.0;eor
        183;2025100300;    1;   11.2;  79.0;eor
        183;2025100306;    1;    9.4;  83.0;eor
        183;2025100312;    1;   14.0;  55.0;eor
        183;2025100318;    1;   11.6;  70.0;eor
        183;2025100400;    1;   10.3;  71.0;eor
        183;2025100406;    1;    9.7;  69.0;eor
        183;2025100412;    1;    8.3;  98.0;eor
        183;2025100418;    1;   10.5;  93.0;eor
        183;2025100500;    1;    9.1;  90.0;eor
        183;2025100506;    1;   10.7;  89.0;eor
        183;2025100512;    1;   13.5;  76.0;eor
        183;2025100518;    1;   12.0;  85.0;eor
        183;2025100600;    1;   12.1;  93.0;eor
        183;2025100606;    1;   12.1;  94.0;eor
        183;2025100612;    1;   13.4;  88.0;eor
        183;2025100618;    1;   13.4;  78.0;eor
        183;2025100700;    1;   12.8;  92.0;eor
        183;2025100706;    1;   11.9;  95.0;eor
        183;2025100712;    1;   14.3;  89.0;eor
        183;2025100718;    1;   13.4; 100.0;eor
        183;2025100800;    1;   14.0; 100.0;eor
        183;2025100806;    1;   13.3;  96.0;eor
        183;2025100812;    1;   14.1;  96.0;eor
        183;2025100818;    1;   13.5;  99.0;eor
        183;2025100900;    1;   12.8;  77.0;eor
        183;2025100906;    1;   12.5;  77.0;eor
        183;2025100912;    1;   13.8;  73.0;eor
        183;2025100918;    1;   12.9;  96.0;eor
        183;2025101000;    1;   13.4;  82.0;eor
        183;2025101006;    1;   12.6;  79.0;eor
        183;2025101012;    1;   14.4;  80.0;eor
        183;2025101018;    1;   14.1;  86.0;eor
        183;2025101100;    1;   13.8;  87.0;eor
        183;2025101106;    1;   12.8;  85.0;eor
        183;2025101112;    1;   13.5;  81.0;eor
        183;2025101118;    1;   13.4;  79.0;eor
        183;2025101200;    1;   12.2;  79.0;eor
        183;2025101206;    1;   12.4;  96.0;eor
        183;2025101212;    1;   14.2;  89.0;eor
        183;2025101218;    1;   13.3;  95.0;eor
        183;2025101300;    1;   10.6;  78.0;eor
        183;2025101306;    1;    9.7;  79.0;eor
        183;2025101312;    1;   13.1;  62.0;eor
        183;2025101318;    1;   10.1;  81.0;eor
        183;2025101400;    1;   12.2;  88.0;eor
        183;2025101406;    1;   12.3;  94.0;eor
        183;2025101412;    1;   12.3;  84.0;eor
        183;2025101418;    1;   11.1;  89.0;eor
